ltable_id,rtable_id,label
4098,15059,1
4098,15069,1
4099,15069,1
4100,22346,1
4109,22346,1
4113,22346,1
4123,15059,1
4125,15059,1
4126,15059,1
4129,15069,1
4130,15069,1
73,25969,1
6296,10398,1
6305,6296,1
2286,23652,1
6738,26718,1
6740,26720,1
6742,26722,1
6748,8906,1
6750,22339,1
6753,22342,1
6755,22344,1
6756,7514,1
6756,22345,1
6757,22346,1
6764,26780,1
6765,4549,1
6770,15062,1
6771,563,1
6772,15054,1
6772,15064,1
6773,15065,1
6777,15059,1
6832,18238,1
6832,18341,1
6839,7494,1
6839,7497,1
6845,15093,1
2836,14276,1
2837,14276,1
2839,14299,1
2840,14276,1
2841,14276,1
2842,14276,1
2844,14276,1
2845,14299,1
2846,14287,1
2846,14299,1
2871,14276,1
2928,14276,1
2929,14276,1
2931,14276,1
2931,14299,1
2935,14276,1
2935,14299,1
2940,14276,1
2961,7497,1
2987,7497,1
5298,7496,1
5298,7497,1
5299,26812,1
5300,1802,1
5301,6948,1
5302,13060,1
5304,17229,1
5310,19562,1
5315,14492,1
5318,5491,1
5321,21466,1
5325,520,1
5326,19914,1
5328,27570,1
5331,15065,1
5332,22059,1
5333,3135,1
5790,25406,1
5791,25397,1
5792,25407,1
5793,25399,1
5794,25400,1
5795,25401,1
5796,25402,1
5797,25403,1
5801,25407,1
3962,25413,1
3963,25413,1
3964,25413,1
3965,25413,1
3966,25413,1
3967,25413,1
4014,15059,1
4014,15069,1
4016,22346,1
4020,22346,1
4021,22346,1
4022,22346,1
4023,22346,1
4024,22346,1
4074,22346,1
4078,22346,1
4079,22346,1
4080,22346,1
4085,22346,1
4088,22346,1
4089,22346,1
4090,22346,1
4092,22346,1
4095,15069,1
6456,18805,1
6458,18807,1
6460,18809,1
6465,18814,1
6467,20248,1
6468,14850,1
6469,14850,1
6470,18807,1
6472,18809,1
6474,14850,1
6477,18814,1
6479,11451,1
6479,18816,1
6480,18807,1
6481,16374,1
6482,4235,1
6484,17504,1
